country;variable;percentile;year;value;age;pop
QH;ehfcari999;p0p100;1990;19.3770660001785;999;i
QH;ehfcari999;p0p100;1991;20.261341483016;999;i
QH;ehfcari999;p0p100;1992;20.9733216352346;999;i
QH;ehfcari999;p0p100;1993;22.0454336177463;999;i
QH;ehfcari999;p0p100;1994;22.6390863418078;999;i
QH;ehfcari999;p0p100;1995;25.3525138088395;999;i
QH;ehfcari999;p0p100;1996;25.3187070593663;999;i
QH;ehfcari999;p0p100;1997;26.8341337446793;999;i
QH;ehfcari999;p0p100;1998;29.7939344108772;999;i
QH;ehfcari999;p0p100;1999;30.9071159230081;999;i
QH;ehfcari999;p0p100;2000;31.3415467684966;999;i
QH;ehfcari999;p0p100;2001;33.3764383510248;999;i
QH;ehfcari999;p0p100;2002;31.1233048257602;999;i
QH;ehfcari999;p0p100;2003;31.7400885928563;999;i
QH;ehfcari999;p0p100;2004;30.7088376557032;999;i
QH;ehfcari999;p0p100;2005;33.6514241582269;999;i
QH;ehfcari999;p0p100;2006;35.4521371362901;999;i
QH;ehfcari999;p0p100;2007;37.6114216074625;999;i
QH;ehfcari999;p0p100;2008;38.9531269600615;999;i
QH;ehfcari999;p0p100;2009;33.9697462594652;999;i
QH;ehfcari999;p0p100;2010;35.2916344286862;999;i
QH;ehfcari999;p0p100;2011;36.3806953107145;999;i
QH;ehfcari999;p0p100;2012;37.4060076874545;999;i
QH;ehfcari999;p0p100;2013;37.2752139089998;999;i
QH;ehfcari999;p0p100;2014;36.621428491594;999;i
QH;ehfcari999;p0p100;2015;36.7498107157398;999;i
QH;ehfcari999;p0p100;2016;36.6493503116106;999;i
QH;ehfcari999;p0p100;2017;36.6982413527699;999;i
QH;ehfcari999;p0p100;2018;37.4232945609466;999;i
QH;ehfcari999;p0p100;2019;39.005536105024;999;i
QH;ehfcari999;p0p100;2020;37.0552592997728;999;i
QH;ehfghdi999;p0p100;1990;3.28136270088807;999;i
QH;ehfghdi999;p0p100;1991;3.4524962501589;999;i
QH;ehfghdi999;p0p100;1992;3.66354580966626;999;i
QH;ehfghdi999;p0p100;1993;3.79846572163185;999;i
QH;ehfghdi999;p0p100;1994;3.93684998780729;999;i
QH;ehfghdi999;p0p100;1995;4.65146063048178;999;i
QH;ehfghdi999;p0p100;1996;5.11371931912946;999;i
QH;ehfghdi999;p0p100;1997;5.28701379129496;999;i
QH;ehfghdi999;p0p100;1998;5.26146737120553;999;i
QH;ehfghdi999;p0p100;1999;5.41305840988774;999;i
QH;ehfghdi999;p0p100;2000;5.73057376355213;999;i
QH;ehfghdi999;p0p100;2001;5.8479925194396;999;i
QH;ehfghdi999;p0p100;2002;6.17392401639236;999;i
QH;ehfghdi999;p0p100;2003;6.3913592649411;999;i
QH;ehfghdi999;p0p100;2004;5.741715759;999;i
QH;ehfghdi999;p0p100;2005;5.95440115110546;999;i
QH;ehfghdi999;p0p100;2006;6.17851836046328;999;i
QH;ehfghdi999;p0p100;2007;6.414769531;999;i
QH;ehfghdi999;p0p100;2008;6.21380249414465;999;i
QH;ehfghdi999;p0p100;2009;6.05587853568899;999;i
QH;ehfghdi999;p0p100;2010;5.93512026316323;999;i
QH;ehfghdi999;p0p100;2011;5.846500584;999;i
QH;ehfghdi999;p0p100;2012;5.71383659210779;999;i
QH;ehfghdi999;p0p100;2013;5.59729727175755;999;i
QH;ehfghdi999;p0p100;2014;5.496376412;999;i
QH;ehfghdi999;p0p100;2015;5.7506315752497;999;i
QH;ehfghdi999;p0p100;2016;5.79257641948973;999;i
QH;ehfghdi999;p0p100;2017;5.68288375864562;999;i
QH;ehfghdi999;p0p100;2018;5.79859336096096;999;i
QH;ehfghdi999;p0p100;2019;6.07653681085347;999;i
QH;ehfghdi999;p0p100;2020;5.7727099703108;999;i
QH;ehfghgi999;p0p100;1980;77.7263621815833;999;i
QH;ehfghgi999;p0p100;1981;77.6075183575188;999;i
QH;ehfghgi999;p0p100;1982;76.7638732534816;999;i
QH;ehfghgi999;p0p100;1983;76.284571231613;999;i
QH;ehfghgi999;p0p100;1984;79.763528274201;999;i
QH;ehfghgi999;p0p100;1985;77.8273986930627;999;i
QH;ehfghgi999;p0p100;1986;78.3235293706694;999;i
QH;ehfghgi999;p0p100;1987;80.4943694863035;999;i
QH;ehfghgi999;p0p100;1988;80.255716879663;999;i
QH;ehfghgi999;p0p100;1989;83.0990203057663;999;i
QH;ehfghgi999;p0p100;1990;78.1281500599801;999;i
QH;ehfghgi999;p0p100;1991;75.6011388963647;999;i
QH;ehfghgi999;p0p100;1992;77.5669870757157;999;i
QH;ehfghgi999;p0p100;1993;77.6817740449629;999;i
QH;ehfghgi999;p0p100;1994;80.847089600446;999;i
QH;ehfghgi999;p0p100;1995;80.6306038771536;999;i
QH;ehfghgi999;p0p100;1996;81.3315421250502;999;i
QH;ehfghgi999;p0p100;1997;83.6498909116341;999;i
QH;ehfghgi999;p0p100;1998;86.9531463834808;999;i
QH;ehfghgi999;p0p100;1999;88.7571176891487;999;i
QH;ehfghgi999;p0p100;2000;90.6685756782577;999;i
QH;ehfghgi999;p0p100;2001;92.6359917370864;999;i
QH;ehfghgi999;p0p100;2002;91.2179632278467;999;i
QH;ehfghgi999;p0p100;2003;90.7642317993692;999;i
QH;ehfghgi999;p0p100;2004;89.4899781437405;999;i
QH;ehfghgi999;p0p100;2005;95.1695069156538;999;i
QH;ehfghgi999;p0p100;2006;99.8853202482003;999;i
QH;ehfghgi999;p0p100;2007;103.242836618321;999;i
QH;ehfghgi999;p0p100;2008;107.188280128708;999;i
QH;ehfghgi999;p0p100;2009;100.797462141867;999;i
QH;ehfghgi999;p0p100;2010;107.796465252204;999;i
QH;ehfghgi999;p0p100;2011;108.722353486867;999;i
QH;ehfghgi999;p0p100;2012;109.836878099809;999;i
QH;ehfghgi999;p0p100;2013;109.832715139265;999;i
QH;ehfghgi999;p0p100;2014;110.06071087869;999;i
QH;ehfghgi999;p0p100;2015;111.308113195705;999;i
QH;ehfghgi999;p0p100;2016;112.555620617269;999;i
QH;ehfghgi999;p0p100;2017;111.610762819028;999;i
QH;ehfghgi999;p0p100;2018;114.156777898486;999;i
QH;ehfghgi999;p0p100;2019;117.62228619561;999;i
QH;ehfghgi999;p0p100;2020;111.74117188583;999;i
QH;ehfghni999;p0p100;1990;27.1482334352353;999;i
QH;ehfghni999;p0p100;1991;28.2238552585363;999;i
QH;ehfghni999;p0p100;1992;29.3495928774882;999;i
QH;ehfghni999;p0p100;1993;30.9066754154925;999;i
QH;ehfghni999;p0p100;1994;31.8101359954863;999;i
QH;ehfghni999;p0p100;1995;35.0655417236862;999;i
QH;ehfghni999;p0p100;1996;35.5082725393745;999;i
QH;ehfghni999;p0p100;1997;37.3262570493746;999;i
QH;ehfghni999;p0p100;1998;40.5149903760092;999;i
QH;ehfghni999;p0p100;1999;41.8993626552234;999;i
QH;ehfghni999;p0p100;2000;42.8767914189555;999;i
QH;ehfghni999;p0p100;2001;45.3766278937164;999;i
QH;ehfghni999;p0p100;2002;43.8236023797489;999;i
QH;ehfghni999;p0p100;2003;44.1676392371421;999;i
QH;ehfghni999;p0p100;2004;43.8061487632332;999;i
QH;ehfghni999;p0p100;2005;47.4009328786585;999;i
QH;ehfghni999;p0p100;2006;49.8043769729879;999;i
QH;ehfghni999;p0p100;2007;52.89808178719;999;i
QH;ehfghni999;p0p100;2008;54.8449043755516;999;i
QH;ehfghni999;p0p100;2009;50.1860362573689;999;i
QH;ehfghni999;p0p100;2010;51.9781681532564;999;i
QH;ehfghni999;p0p100;2011;53.6677208580758;999;i
QH;ehfghni999;p0p100;2012;54.8040349667368;999;i
QH;ehfghni999;p0p100;2013;54.9362795162911;999;i
QH;ehfghni999;p0p100;2014;54.5775588509043;999;i
QH;ehfghni999;p0p100;2015;54.9997164732391;999;i
QH;ehfghni999;p0p100;2016;54.9084854110529;999;i
QH;ehfghni999;p0p100;2017;54.8878499446979;999;i
QH;ehfghni999;p0p100;2018;56.0720768029277;999;i
QH;ehfghni999;p0p100;2019;58.7430825450506;999;i
QH;ehfghni999;p0p100;2020;55.8059284177981;999;i
QH;ehfghoi999;p0p100;1990;22.7875852156749;999;i
QH;ehfghoi999;p0p100;1991;22.3658757498195;999;i
QH;ehfghoi999;p0p100;1992;22.7327856922578;999;i
QH;ehfghoi999;p0p100;1993;22.6313914401318;999;i
QH;ehfghoi999;p0p100;1994;23.1265350445775;999;i
QH;ehfghoi999;p0p100;1995;23.3849341308489;999;i
QH;ehfghoi999;p0p100;1996;23.6889140246705;999;i
QH;ehfghoi999;p0p100;1997;25.3985755331345;999;i
QH;ehfghoi999;p0p100;1998;25.3685079823711;999;i
QH;ehfghoi999;p0p100;1999;25.3675625276295;999;i
QH;ehfghoi999;p0p100;2000;25.7693801067123;999;i
QH;ehfghoi999;p0p100;2001;26.6999507615881;999;i
QH;ehfghoi999;p0p100;2002;27.2449752990395;999;i
QH;ehfghoi999;p0p100;2003;26.7203176607082;999;i
QH;ehfghoi999;p0p100;2004;27.4469880110767;999;i
QH;ehfghoi999;p0p100;2005;29.0485703478576;999;i
QH;ehfghoi999;p0p100;2006;30.2743170075317;999;i
QH;ehfghoi999;p0p100;2007;31.4554982362164;999;i
QH;ehfghoi999;p0p100;2008;32.2252274909489;999;i
QH;ehfghoi999;p0p100;2009;32.5407499710306;999;i
QH;ehfghoi999;p0p100;2010;33.0689193064602;999;i
QH;ehfghoi999;p0p100;2011;34.0727522781231;999;i
QH;ehfghoi999;p0p100;2012;34.2281529956586;999;i
QH;ehfghoi999;p0p100;2013;35.1307653489813;999;i
QH;ehfghoi999;p0p100;2014;35.7616425576723;999;i
QH;ehfghoi999;p0p100;2015;36.1455370159821;999;i
QH;ehfghoi999;p0p100;2016;36.7289871948642;999;i
QH;ehfghoi999;p0p100;2017;36.743146706127;999;i
QH;ehfghoi999;p0p100;2018;37.4084059638724;999;i
QH;ehfghoi999;p0p100;2019;38.7057442008608;999;i
QH;ehfghoi999;p0p100;2020;36.7704569908178;999;i
QH;enfcari999;p0p100;1990;84.5779000255299;999;i
QH;enfcari999;p0p100;1991;79.1524174931404;999;i
QH;enfcari999;p0p100;1992;79.82774668118;999;i
QH;enfcari999;p0p100;1993;79.1603927117649;999;i
QH;enfcari999;p0p100;1994;82.9063084686748;999;i
QH;enfcari999;p0p100;1995;81.9541721840964;999;i
QH;enfcari999;p0p100;1996;82.9090243462882;999;i
