country;variable;percentile;year;value;age;pop
QQ-MER;mpitgri999;p0p100;1980;773959126;999;i
QQ-MER;mpitgri999;p0p100;1981;825732496;999;i
QQ-MER;mpitgri999;p0p100;1982;919546302;999;i
QQ-MER;mpitgri999;p0p100;1983;972182888;999;i
QQ-MER;mpitgri999;p0p100;1984;1061876372;999;i
QQ-MER;mpitgri999;p0p100;1985;1039333033;999;i
QQ-MER;mpitgri999;p0p100;1986;1023001757;999;i
QQ-MER;mpitgri999;p0p100;1987;1029082664;999;i
QQ-MER;mpitgri999;p0p100;1988;930834875;999;i
QQ-MER;mpitgri999;p0p100;1989;1112266195;999;i
QQ-MER;mpitgri999;p0p100;1990;1131969415;999;i
QQ-MER;mpitgri999;p0p100;1991;1270800328;999;i
QQ-MER;mpitgri999;p0p100;1992;1343857721;999;i
QQ-MER;mpitgri999;p0p100;1993;1080097274;999;i
QQ-MER;mpitgri999;p0p100;1994;989963933;999;i
QQ-MER;mpitgri999;p0p100;1995;810708820;999;i
QQ-MER;mpitgri999;p0p100;1996;1271113614;999;i
QQ-MER;mpitgri999;p0p100;1997;1379473584;999;i
QQ-MER;mpitgri999;p0p100;1998;1454388139;999;i
QQ-MER;mpitgri999;p0p100;1999;1466675191;999;i
QQ-MER;mpitgri999;p0p100;2000;1505813522;999;i
QQ-MER;mpitgri999;p0p100;2001;1496700395;999;i
QQ-MER;mpitgri999;p0p100;2002;1665349800;999;i
QQ-MER;mpitgri999;p0p100;2003;1668112949;999;i
QQ-MER;mpitgri999;p0p100;2004;1847861460;999;i
QQ-MER;mpitgri999;p0p100;2005;1661407910;999;i
QQ-MER;mpitgri999;p0p100;2006;1328230015;999;i
QQ-MER;mpitgri999;p0p100;2007;1324272727;999;i
QQ-MER;mpitgri999;p0p100;2008;1295954162;999;i
QQ-MER;mpitgri999;p0p100;2009;1391608365;999;i
QQ-MER;mpitgri999;p0p100;2010;1492711523;999;i
QQ-MER;mpitgri999;p0p100;2011;1815714103;999;i
QQ-MER;mpitgri999;p0p100;2012;2009354050;999;i
QQ-MER;mpitgri999;p0p100;2013;2052473213;999;i
QQ-MER;mpitgri999;p0p100;2014;2152549957;999;i
QQ-MER;mpitgri999;p0p100;2015;2046736586;999;i
QQ-MER;mpitgri999;p0p100;2016;1884743429;999;i
QQ-MER;mpitgri999;p0p100;2017;1897680992;999;i
QQ-MER;mpitgri999;p0p100;2018;1794783055;999;i
QQ-MER;mpitgri999;p0p100;2019;1770302121;999;i
QQ-MER;mpitgri999;p0p100;2020;1848943814;999;i
QQ-MER;mpitgri999;p0p100;2021;1828884775;999;i
QQ-MER;mpitgri999;p0p100;2022;1927484303;999;i
QQ-MER;mpitgri999;p0p100;2023;1993711710;999;i
QQ-MER;mpolgei999;p0p100;1980;312452958;999;i
QQ-MER;mpolgei999;p0p100;1981;308092129;999;i
QQ-MER;mpolgei999;p0p100;1982;303629136;999;i
QQ-MER;mpolgei999;p0p100;1983;329410120;999;i
QQ-MER;mpolgei999;p0p100;1984;379607387;999;i
QQ-MER;mpolgei999;p0p100;1985;383838638;999;i
QQ-MER;mpolgei999;p0p100;1986;387719350;999;i
QQ-MER;mpolgei999;p0p100;1987;427430111;999;i
QQ-MER;mpolgei999;p0p100;1988;422639558;999;i
QQ-MER;mpolgei999;p0p100;1989;498203612;999;i
QQ-MER;mpolgei999;p0p100;1990;512340756;999;i
QQ-MER;mpolgei999;p0p100;1991;558785350;999;i
QQ-MER;mpolgei999;p0p100;1992;505759208;999;i
QQ-MER;mpolgei999;p0p100;1993;602570100;999;i
QQ-MER;mpolgei999;p0p100;1994;509857286;999;i
QQ-MER;mpolgei999;p0p100;1995;414884362;999;i
QQ-MER;mpolgei999;p0p100;1996;481400978;999;i
QQ-MER;mpolgei999;p0p100;1997;591580076;999;i
QQ-MER;mpolgei999;p0p100;1998;590574717;999;i
QQ-MER;mpolgei999;p0p100;1999;563639065;999;i
QQ-MER;mpolgei999;p0p100;2000;529203999;999;i
QQ-MER;mpolgei999;p0p100;2001;654321159;999;i
QQ-MER;mpolgei999;p0p100;2002;608362879;999;i
QQ-MER;mpolgei999;p0p100;2003;579081866;999;i
QQ-MER;mpolgei999;p0p100;2004;648746677;999;i
QQ-MER;mpolgei999;p0p100;2005;711763630;999;i
QQ-MER;mpolgei999;p0p100;2006;754640829;999;i
QQ-MER;mpolgei999;p0p100;2007;697408944;999;i
QQ-MER;mpolgei999;p0p100;2008;780844439;999;i
QQ-MER;mpolgei999;p0p100;2009;936151659;999;i
QQ-MER;mpolgei999;p0p100;2010;831367989;999;i
QQ-MER;mpolgei999;p0p100;2011;911113890;999;i
QQ-MER;mpolgei999;p0p100;2012;995416620;999;i
QQ-MER;mpolgei999;p0p100;2013;1186336379;999;i
QQ-MER;mpolgei999;p0p100;2014;1306084327;999;i
QQ-MER;mpolgei999;p0p100;2015;1215130406;999;i
QQ-MER;mpolgei999;p0p100;2016;1187982498;999;i
QQ-MER;mpolgei999;p0p100;2017;1062882891;999;i
QQ-MER;mpolgei999;p0p100;2018;946503969;999;i
QQ-MER;mpolgei999;p0p100;2019;1128174450;999;i
QQ-MER;mpolgei999;p0p100;2020;1034439325;999;i
QQ-MER;mpolgei999;p0p100;2021;1097017741;999;i
QQ-MER;mpolgei999;p0p100;2022;932389299;999;i
QQ-MER;mpolgei999;p0p100;2023;972973667;999;i
QQ-MER;mpsugoi999;p0p100;1980;-1066704707;999;i
QQ-MER;mpsugoi999;p0p100;1981;-1098248147;999;i
QQ-MER;mpsugoi999;p0p100;1982;-1181049982;999;i
QQ-MER;mpsugoi999;p0p100;1983;-1223199905;999;i
QQ-MER;mpsugoi999;p0p100;1984;-1215360504;999;i
QQ-MER;mpsugoi999;p0p100;1985;-1289904610;999;i
QQ-MER;mpsugoi999;p0p100;1986;-1397909862;999;i
QQ-MER;mpsugoi999;p0p100;1987;-1462167060;999;i
QQ-MER;mpsugoi999;p0p100;1988;-1496150694;999;i
QQ-MER;mpsugoi999;p0p100;1989;-1458121773;999;i
QQ-MER;mpsugoi999;p0p100;1990;-1447645988;999;i
QQ-MER;mpsugoi999;p0p100;1991;-1919095470;999;i
QQ-MER;mpsugoi999;p0p100;1992;-1386768275;999;i
QQ-MER;mpsugoi999;p0p100;1993;-1521450042;999;i
QQ-MER;mpsugoi999;p0p100;1994;-754382401;999;i
QQ-MER;mpsugoi999;p0p100;1995;-246879770;999;i
QQ-MER;mpsugoi999;p0p100;1996;-430233437;999;i
QQ-MER;mpsugoi999;p0p100;1997;-740334579;999;i
QQ-MER;mpsugoi999;p0p100;1998;223680904;999;i
QQ-MER;mpsugoi999;p0p100;1999;-54612669;999;i
QQ-MER;mpsugoi999;p0p100;2000;216220851;999;i
QQ-MER;mpsugoi999;p0p100;2001;22135835;999;i
QQ-MER;mpsugoi999;p0p100;2002;-1126042733;999;i
QQ-MER;mpsugoi999;p0p100;2003;-388076880;999;i
QQ-MER;mpsugoi999;p0p100;2004;133165863;999;i
QQ-MER;mpsugoi999;p0p100;2005;-164408247;999;i
QQ-MER;mpsugoi999;p0p100;2006;-96049616;999;i
QQ-MER;mpsugoi999;p0p100;2007;458070266;999;i
QQ-MER;mpsugoi999;p0p100;2008;-361322524;999;i
QQ-MER;mpsugoi999;p0p100;2009;-2403940361;999;i
QQ-MER;mpsugoi999;p0p100;2010;-330788949;999;i
QQ-MER;mpsugoi999;p0p100;2011;-382374798;999;i
QQ-MER;mpsugoi999;p0p100;2012;-1238088002;999;i
QQ-MER;mpsugoi999;p0p100;2013;-2705124630;999;i
QQ-MER;mpsugoi999;p0p100;2014;-2935019718;999;i
QQ-MER;mpsugoi999;p0p100;2015;-2523659259;999;i
QQ-MER;mpsugoi999;p0p100;2016;-2832335192;999;i
QQ-MER;mpsugoi999;p0p100;2017;-1712099819;999;i
QQ-MER;mpsugoi999;p0p100;2018;-1998062508;999;i
QQ-MER;mpsugoi999;p0p100;2019;-2485215116;999;i
QQ-MER;mpsugoi999;p0p100;2020;-4276746421;999;i
QQ-MER;mpsugoi999;p0p100;2021;-4118046170;999;i
QQ-MER;mpsugoi999;p0p100;2022;-3716997731;999;i
QQ-MER;mpsugoi999;p0p100;2023;-3889774012;999;i
QQ-MER;mptfnxi999;p0p100;1970;-6206594;999;i
QQ-MER;mptfnxi999;p0p100;1971;-87143850;999;i
QQ-MER;mptfnxi999;p0p100;1972;-128650797;999;i
QQ-MER;mptfnxi999;p0p100;1973;-225038941;999;i
QQ-MER;mptfnxi999;p0p100;1974;-210736078;999;i
QQ-MER;mptfnxi999;p0p100;1975;-62040282;999;i
QQ-MER;mptfnxi999;p0p100;1976;8202600;999;i
QQ-MER;mptfnxi999;p0p100;1977;56831125;999;i
QQ-MER;mptfnxi999;p0p100;1978;93726521;999;i
QQ-MER;mptfnxi999;p0p100;1979;99904689;999;i
QQ-MER;mptfnxi999;p0p100;1980;120884126;999;i
QQ-MER;mptfnxi999;p0p100;1981;107403281;999;i
QQ-MER;mptfnxi999;p0p100;1982;77726013;999;i
QQ-MER;mptfnxi999;p0p100;1983;83408211;999;i
QQ-MER;mptfnxi999;p0p100;1984;-29410743;999;i
QQ-MER;mptfnxi999;p0p100;1985;63831629;999;i
QQ-MER;mptfnxi999;p0p100;1986;129257058;999;i
QQ-MER;mptfnxi999;p0p100;1987;102968295;999;i
QQ-MER;mptfnxi999;p0p100;1988;153959585;999;i
QQ-MER;mptfnxi999;p0p100;1989;141388233;999;i
QQ-MER;mptfnxi999;p0p100;1990;238164375;999;i
QQ-MER;mptfnxi999;p0p100;1991;31247315;999;i
QQ-MER;mptfnxi999;p0p100;1992;-87920789;999;i
QQ-MER;mptfnxi999;p0p100;1993;-170184413;999;i
QQ-MER;mptfnxi999;p0p100;1994;-247129454;999;i
QQ-MER;mptfnxi999;p0p100;1995;-161830769;999;i
QQ-MER;mptfnxi999;p0p100;1996;-95074830;999;i
QQ-MER;mptfnxi999;p0p100;1997;-97814082;999;i
QQ-MER;mptfnxi999;p0p100;1998;-155080079;999;i
QQ-MER;mptfnxi999;p0p100;1999;-130848609;999;i
QQ-MER;mptfnxi999;p0p100;2000;-105126176;999;i
QQ-MER;mptfnxi999;p0p100;2001;-256337091;999;i
QQ-MER;mptfnxi999;p0p100;2002;-65832969;999;i
QQ-MER;mptfnxi999;p0p100;2003;-205638347;999;i
QQ-MER;mptfnxi999;p0p100;2004;-80744152;999;i
QQ-MER;mptfnxi999;p0p100;2005;44378821;999;i
QQ-MER;mptfnxi999;p0p100;2006;121666519;999;i
